INSTNM	lon	lat	State
Cambridge College of Healthcare & Technology	-80.12379068	26.43838386	FL
Cozmo Beauty School	-81.78082416	26.33041679	FL
Orion College	-80.20249869	26.17005479	FL
North Florida Academy	-81.78463828	30.13100171	FL
Professional Hands Institute	-80.2507837	25.77951469	FL
Celebrity School of Beauty	-80.33311672	25.76084468	FL
Paul Mitchell the School-Atlanta	-84.41627721	33.78253444	GA
Evans Hairstyling College-Rexburg	-111.8123842	43.82472237	ID
Paul Mitchell the School-Rexburg	-111.8051722	43.81442437	ID
University of Aesthetics-Chicago	-87.67126477	41.90671586	IL
The University of Aesthetics & Cosmetology	-88.01124785	41.79354782	IL
Tricoci University of Beauty Culture-Chicago NW	-87.80677281	41.97766786	IL
Tricoci University of Beauty Culture-Glendale Heights	-88.06568588	41.90455283	IL
Tricoci University of Beauty Culture-Peoria	-89.60137621	40.74599355	IL
Tricoci University of Beauty Culture-Rockford	-89.00944119	42.26390584	IL
Frederick School of Cosmetology	-77.43070045	39.40836387	MD
Omega Studios' School of Applied Recording Arts & Sciences	-77.11338333	39.06440482	MD
Focus-Hope Information Technologies Center	-83.12379744	42.39973518	MI
International Cosmetology Academy	-85.64321326	42.91219914	MI
French Academy of Cosmetology	-86.19800944	43.07590614	MI
Healing Arts Center	-90.38772424	38.60324613	MO
Paul Mitchell the School-Springfield	-93.31815693	37.15914171	MO
Urshan Graduate School of Theology	-90.36446825	38.80170216	MO
Mississippi Institute of Aesthetics Nails & Cosmetology	-90.32501679	32.32091591	MS
College of Western Idaho	-116.5073271	43.61411193	ID
Aveda Institute-Chapel Hill	-79.02677173	35.9279511	NC
Charlotte School of Law	-80.84330824	35.22484088	NC
Daoist Traditions College of Chinese Medical Arts	-82.56854078	35.6068379	NC
Total Image Beauty Academy	-74.02609246	40.77578827	NJ
Jersey College	-74.05793747	40.86214528	NJ
American Institute of Medical Sciences & Education	-74.43725258	40.56114821	NJ
Casal Institute of Nevada	-115.1172748	36.10155928	NV
Career School of NY	-74.07816947	40.64136024	NY
John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry	-73.84006354	43.0209807	NY
Yeshiva of Machzikai Hadas	-73.98783444	40.63834924	NY
Aveda Institute-Columbus	-83.01411521	39.99454475	OH
Paul Mitchell the School-Cincinnati	-84.39234456	39.29156655	OH
Hands on Therapy	-96.60619248	32.78877575	TX
MediaTech Institute-Dallas	-96.90272856	32.92427576	TX
PCCenter	-96.82719252	32.6057107	TX
Aveda Institute-San Antonio	-98.45241877	29.63745507	TX
Skin Science Institute	-111.8792417	40.75999704	UT
Global Health College	-77.13846832	38.81331476	VA
Pacific Northwest University of Health Sciences	-120.4559944	46.60287776	WA
The Chicago School of Professional Psychology at Irvine	-117.8381011	33.65076783	CA
Fortis College-Dothan	-85.37442836	31.24289185	AL
Fortis Institute-Pensacola	-87.18311684	30.51042063	FL
Fortis College-Montgomery	-86.25188667	32.38369207	AL
Woodland Community College	-121.7342552	38.66056707	CA
Dorsey Business Schools-Farmington Hills	-83.37992553	42.49766819	MI
Dorsey Business Schools-Roseville Culinary Academy	-82.91554539	42.52777222	MI
Vatterott College-Appling Farms	-89.82991583	35.17951451	TN
Minnesota School of Business-Moorhead	-96.72303901	46.84860199	MN
Brown Mackie College-Boise	-116.29516	43.59079494	ID
Brown Mackie College-Tulsa	-95.85332551	36.09694639	OK
Fortis Institute-Birmingham	-86.86247789	33.44284128	AL
Miller-Motte College-Greenville	-77.40086022	35.59853608	NC
The Chicago School of Professional Psychology at Los Angeles	-118.2572162	34.04798785	CA
Cardiac and Vascular Institute of Ultrasound	-88.11174611	30.64940563	AL
Virginia College-Jacksonville	-81.60329424	30.29163575	FL
Studio Academy of Beauty	-111.860327	33.31489911	AZ
California Nurses Educational Institute	-116.4901539	33.81667693	CA
RWM Fiber Optics	-118.2655272	33.88131784	CA
Paul Mitchell the School-Sacramento	-121.4172792	38.59489309	CA
Providence Christian College	-118.1188542	34.17247188	CA
Oxford Academy of Hair Design Inc	-73.06106419	41.39780642	CT
Institute of World Politics	-77.03611429	38.91054479	DC
Pontifical John Paul II Institute for Studies on Marriage and Family	-76.99789828	38.93272379	DC
Medical Institute of Palm Beach	-80.13496169	26.6204829	FL
Lake Lanier School of Massage	-83.81840507	34.29644757	GA
Oliver Finley Academy of Cosmetology	-116.281491	43.66710795	ID
National Career College	-118.4462232	34.22245486	CA
Aveda Institute-Chicago	-87.64584376	41.93350086	IL
Tricoci University of Beauty Culture-Libertyville	-87.94270788	42.2816779	IL
Tricoci University of Beauty Culture-Bridgeview	-87.80235279	41.73482482	IL
The Temple-A Paul Mitchell Partner School	-77.41159344	39.41515987	MD
Center for Massage	-82.55057477	35.59400689	NC
Academy of Hair Design-Oklahoma City	-97.56615391	35.59135721	OK
Education and Technology Institute	-79.50192715	40.31090097	PA
Pulse Beauty Academy-A Paul Mitchell Partner School	-75.70196695	40.00839806	PA
Liberty Technical College	-66.12981128	18.13453382	PR
Toni & Guy Hairdressing Academy-Cranston	-71.47837269	41.73340354	RI
South Texas Training Center	-97.65299645	26.15660838	TX
Columbia College	-77.23145635	38.87831477	VA
Vermont College of Fine Arts	-72.56761721	44.25521897	VT
Advanced Welding Institute	-73.13943841	44.45588899	VT
The Art Institute of Washington-Dulles	-77.43003943	39.0351738	VA
Paul Mitchell the School-Memphis	-89.79678882	35.20407751	TN
Pima Medical Institute-East Valley	-111.6885819	33.37681013	AZ
Virginia College-Charleston	-80.02311888	32.9061054	SC
Paul Mitchell the School-Cleveland	-81.46369384	41.33130007	OH
Paul Mitchell the School-Columbus	-82.93876919	40.05958277	OH
Georgia Beauty Academy	-84.99735344	34.78499463	GA
Empire Beauty School-Lauderhill	-80.25099871	26.18316179	FL
Empire Beauty School-Spring Lake Park	-93.26240677	45.11663701	MN
MediaTech Institute-Austin	-97.76909863	30.2140352	TX
MediaTech Institute-Houston	-95.56834805	29.72481418	TX
Fortis College-Phoenix	-112.042962	33.45418112	AZ
Miller-Motte College-Raleigh	-78.5856456	35.83554309	NC
Lamson Institute	-98.6075118	29.48143103	TX
College of Hair Design-East Campus	-96.59736614	40.73455013	NE
Sanford-Brown College-Online	-82.52077442	28.02103519	FL
Le Cordon Bleu College of Culinary Arts-St Louis	-90.66012733	38.80159515	MO
Heritage College-Wichita	-97.243509	37.64335559	KS
Heritage College-Little Rock	-92.3831465	34.76450631	AR
Argosy University-Phoenix Online Division	-112.107505	33.56682213	AZ
MedTech College-Greenwood Campus	-86.07736909	39.62025153	IN
MedTech College-Ft Wayne Campus	-85.23715796	41.04495383	IN
MedTech College-Lexington Campus	-84.4909285	38.09703632	KY
ITT Technical Institute-Madison	-90.12480375	32.48813895	MS
ITT Technical Institute-Springfield	-93.27596391	37.15488871	MO
ITT Technical Institute-Huntington	-82.34276289	38.41365848	WV
ITT Technical Institute-Concord	-122.0543672	37.97575099	CA
ITT Technical Institute-Fort Myers	-81.80984917	26.54559084	FL
ITT Technical Institute-Charlotte North	-80.76487622	35.33838091	NC
Fortis College-Salt Lake City	-111.8705137	40.68582503	UT
Polytechnic University of Puerto Rico-Miami	-80.32885472	25.80915869	FL
Polytechnic University of Puerto Rico-Orlando	-81.25394607	28.55158535	FL
Ross Medical Education Center-Fort Wayne	-85.14545294	41.11476685	IN
Ross Medical Education Center-Portage	-85.58865718	42.22650002	MI
The Commonwealth Medical College	-75.65548002	41.41342333	PA
Josef's West Academy	-96.86414505	46.85893698	ND
Northeast Technology Center-Claremore	-95.63416147	36.32719744	OK
McCann School of Business & Technology	-75.4489829	40.64006819	PA
Salon Success Academy-Fontana	-117.4376311	34.09897191	CA
Salon Success Academy-Redlands	-117.218945	34.06234692	CA
Brown Mackie College-Phoenix	-112.118475	33.60540514	AZ
Strayer University-West Virginia	-81.92837876	38.4547105	WV
Regency Beauty Institute-Tinley Park	-87.79354877	41.6018608	IL
Regency Beauty Institute-Columbia	-81.15884127	34.07058862	SC
Regency Beauty Institute-South Bend	-86.1865393	41.6975449	IN
Regency Beauty Institute-Detroit Lakeside	-82.99047442	42.62931923	MI
Regency Beauty Institute-Fort Myers	-81.87113619	26.57093685	FL
Regency Beauty Institute-Arlington	-97.1259516	32.6813767	TX
Regency Beauty Institute-Durham	-78.9099667	36.01797912	NC
Minnesota School of Business-Elk River	-93.56052888	45.32003302	MN
Brown Mackie College-Greenville	-82.39450668	34.85304874	SC
Globe University-Sioux Falls	-96.78660753	43.49893953	SD
Globe University-Eau Claire	-91.42789719	44.76828309	WI
Vanguard College of Cosmetology-Baton Rouge	-91.0444969	30.41107548	LA
Globe University-Minneapolis	-93.27223975	44.97582499	MN
Beauty Schools of America-Homestead	-80.44629575	25.47588761	FL
South Texas Vocational Technical Institute-Brownsville	-97.5083584	25.93711434	TX
South Texas Vocational Technical Institute-Corpus Christi	-97.43327644	27.73965372	TX
L'Ecole Culinaire-Memphis	-89.79745482	35.15920051	TN
University of Minnesota-Rochester	-92.4634784	44.02234691	MN
Health And Style Institute	-79.99754703	35.99097207	NC
College of Business and Technology-Cutler Bay	-80.35747972	25.58955764	FL
American National University-Columbus	-82.94595519	40.08481877	OH
Herzing University-Toledo	-83.66545754	41.63927402	OH
Capri Beauty College	-87.9278218	41.50996577	IL
Milan Institute-Bakersfield	-119.0231004	35.38551795	CA
Homestead Schools	-118.3501642	33.80857782	CA
Carrington College-Las Vegas	-115.1182428	36.08486527	NV
Carrington College-Reno	-119.78696	39.46317029	NV
Chamberlain College of Nursing-Florida	-81.58642423	30.24352274	FL
Remington College-Columbia Campus	-81.09891025	34.03110961	SC
Remington College of Nursing Orlando	-81.35370911	28.7769614	FL
Washington Barber College Inc	-92.33535848	34.6906563	AR
InterCoast Colleges-Rancho Cordova	-121.3342561	38.56131409	CA
Horizon University	-117.1813059	32.81583477	CA
San Diego Culinary Institute	-117.0237819	32.76432477	CA
Beyond 21st Century Beauty Academy	-118.0414891	33.91644785	CA
Academy for Jewish Religion-California	-118.2932732	34.06089485	CA
Angeles College	-118.2990422	34.06122785	CA
Angeles Institute	-118.0807531	33.87577685	CA
Paul Mitchell the School-Temecula	-117.146686	33.50732085	CA
European Academy of Cosmetology and Hairdressing	-72.70069206	41.29480841	CT
International Institute of Cosmetology	-72.66178308	41.7079405	CT
Florida School of Traditional Midwifery	-82.31585342	29.65227458	FL
Emerald Coast Technical College	-86.12806555	30.73209571	FL
Immokalee Technical College	-81.42494406	26.42696482	FL
American Academy of Cosmetology	-81.79873429	30.12368571	FL
University of Fort Lauderdale	-80.20494069	26.14710278	FL
Aviation Institute of Maintenance-Orlando	-81.3341991	28.68065838	FL
Summit Salon Academy	-82.52522442	28.0517952	FL
Summit Salon Academy-Gainesville	-82.41664445	29.65474558	FL
Tenaj Salon Institute	-82.02828431	28.92987542	FL
Profile Institute of Barber-Styling	-84.3880612	33.68143042	GA
Keune Academy by 124	-84.02253411	33.96488649	GA
Pacific Rim Christian University	-157.8883934	21.32820142	HI
D & L Academy of Hair Design	-114.4695065	42.55568301	ID
Master Educators Beauty School	-114.4581985	42.57115201	ID
Ambria College of Nursing	-88.21090594	42.07563585	IL
Midwestern Career College	-87.63751675	41.88253785	IL
Paul Mitchell the School-Normal	-88.958757	40.50942754	IL
Innovations Design Academy	-90.03300632	40.55855249	IL
Aveda Fredric's Institute-Indianapolis	-86.06410611	39.90573759	IN
Summit Salon Academy-Anderson	-85.653536	40.06074763	IN
Eric Fisher Academy	-97.42201905	37.69371958	KS
A & W Healthcare Educators	-90.0119366	30.02750543	LA
My Le's Beauty College	-90.0294066	29.9030454	LA
Blackstone Valley Vocational Regional School District	-71.61702176	42.16283862	MA
Southern Worcester County Regional Voc School District	-71.95707187	42.1346586	MA
L'esprit Academy	-83.35474551	42.38204817	MI
Marketti Academy of Cosmetology	-83.37473755	42.68336022	MI
CenterPoint Massage and Shiatsu Therapy School and Clinic	-93.34743677	44.93977698	MN
Avalon School of Cosmetology	-95.60251122	43.63184963	MN
American Business and Technology University	-94.81998857	39.77909708	MO
City Vision University	-94.57109843	39.07043698	MO
Transformed Barber and Cosmetology Academy	-94.57291942	39.01282497	MO
Bitterroot School of Cosmetology	-114.1594621	46.27348138	MT
Atlanta Beauty & Barber Academy	-84.25969318	33.91693247	GA
Montana Academy of Salons	-111.3039348	47.49941676	MT
Park West Barber School	-78.89348769	35.9038121	NC
National Career Institute	-74.22209252	40.76137826	NJ
Toni & Guy Hairdressing Academy-Albuquerque	-106.566547	35.10231165	NM
International Academy of Style	-119.783221	39.51628629	NV
EDP School of Computer Programming	-73.95290242	40.58605823	NY
New York Medical Career Training Center	-73.8313314	40.76271827	NY
Institute of Culinary Education	-74.01563845	40.71245726	NY
New Life Business Institute	-73.79816138	40.70346826	NY
The Salon Professional Academy-Tonawanda	-78.82522415	42.98185849	NY
Onondaga School of Therapeutic Massage-Syracuse	-76.14043329	43.04770862	NY
Academy of Cosmetology and Esthetics NYC	-74.11456247	40.57317823	NY
Finger Lakes School of Massage	-76.49618336	42.43935849	NY
Four County Career Center	-84.30307472	41.45280795	OH
Vanity School of Cosmetology	-82.07914204	41.42357406	OH
Summit Salon Academy-Perrysburg	-83.62028552	41.54424801	OH
Portland Actors Conservatory	-122.6911155	45.51379546	OR
Somerset County Technology Center	-79.02964399	40.00475793	PA
Metro Beauty Academy	-75.55559293	40.56865817	PA
Barone Beauty Academy	-76.99395343	41.24480825	PA
Academy for Careers and Technology	-79.34015974	34.18643971	SC
Aiken School of Cosmetology and Barbering	-81.71708441	33.55950649	SC
Love Beauty School Inc	-86.09379579	35.48855673	TN
Professional Career Training Institute	-95.42723803	29.98142424	TX
Cannon Institute of Higher Learning	-96.87278855	32.82899574	TX
Houston International College Cardiotech Ultrasound School	-95.59291606	29.67520817	TX
DuVall's School of Cosmetology	-97.16811262	32.85228073	TX
Advanced Beauty College	-96.99270758	32.85949874	TX
Texas Beauty College	-97.26531865	32.82605073	TX
Avenue Five Institute	-97.72794863	30.36865524	TX
The Salon Professional Academy-Lewisville	-96.96491458	33.00502977	TX
Renaissance Academie	-111.6659726	40.253956	UT
Bethel College	-76.40914299	37.04095742	VA
Institute of Advanced Medical Esthetics	-77.54084238	37.63012251	VA
Gary Manuel Aveda Institute	-122.3192159	47.61434562	WA
Northwest School of Wooden Boat Building	-122.7526031	48.03413559	WA
Pinchot University	-122.3312709	47.60051662	WA
The Salon Professional Academy-Onalaska	-91.19732701	43.87382797	WI
Regency Beauty Institute-North Tucson	-110.9617377	32.28817301	AZ
Brightwood College-Chula Vista	-117.0871079	32.62956075	CA
InterCoast Colleges-Roseville	-121.2925722	38.72383311	CA
West Coast University-Orange County	-117.9118231	33.81104485	CA
West Coast University-Ontario	-117.5900471	34.06659589	CA
Virginia College-Augusta	-82.07624752	33.45813145	GA
Midwest Technical Institute-East Peoria	-89.54352718	40.64204753	IL
Paul Mitchell the School-Chicago	-87.64660675	41.86647785	IL
Brightwood College-Indianapolis	-86.15181612	39.70368754	IN
Regency Beauty Institute-Evansville	-87.48712637	37.98069716	IN
Regency Beauty Institute-Shreveport	-93.71764771	32.4369058	LA
Regency Beauty Institute-Springfield	-93.27129091	37.15998472	MO
Regency Beauty Institute-Canton	-81.43474679	40.86201899	OH
Regency Beauty Institute-Spartanburg	-81.99373457	34.94315678	SC
Regency Beauty Institute-Chattanooga	-85.14914549	35.03891668	TN
Regency Beauty Institute-Mesquite	-96.62715748	32.79565575	TX
Dorsey Business Schools-Waterford Pontiac	-83.32463553	42.64360322	MI
Regina's College of Beauty-High Point	-80.01435403	35.95465707	NC
Miller-Motte College-Fayetteville	-78.88167265	35.11096693	NC
European Massage Therapy School-Las Vegas	-115.3005889	36.14545027	NV
Harrison College-Grove City	-83.04592421	39.88221773	OH
Miller-Motte Technical College-Columbus	-84.9363153	32.48008614	GA
McCann School of Business & Technology	-77.15858342	40.18924804	PA
National University College-Ponce	-66.54839941	18.03961078	PR
Fortis College-Grand Prairie	-97.00512858	32.76094572	TX
The Art Institute of Virginia Beach	-76.1317389	36.84239039	VA
Bryant & Stratton College-Bayshore	-87.91540596	43.11894905	WI
Daymar College-Online	-85.68434886	38.15624628	KY
Zaytuna College	-122.2623482	37.87683696	CA
Virginia College-Columbia	-80.96157422	34.06603663	SC
Fortis College-Indianapolis	-86.22318616	39.91840758	IN
Brightwood College-Arlington	-97.06059859	32.70881571	TX
Brightwood College-Charlotte	-80.75273421	35.17702687	NC
Globe University-Madison East	-89.29839737	43.14519797	WI
Minnesota School of Business-Lakeville	-93.28746872	44.69162795	MN
Globe UniversityPGreen Bay	-87.99795214	44.45537426	WI
Globe UniversityoMadison West	-89.52720943	43.08770195	WI
Globe UniversitylWausau	-89.63669668	44.86473122	WI
Empire Beauty School-E Memphis	-89.90190684	35.11556649	TN
Empire Beauty School-Nashville	-86.81477603	35.9677968	TN
Empire Beauty School-Jackson	-88.84761658	35.63694664	TN
Empire Beauty School-Springfield	-75.34977283	39.93765806	PA
Empire Beauty School-Paramus	-74.04370047	40.91265229	NJ
Empire Beauty School-Speedway	-86.26151716	39.80055756	IN
Empire Beauty School-Morrow	-84.32568418	33.5649424	GA
Strayer University-Arkansas	-92.3960375	34.74735631	AR
Strayer University-Georgia	-84.27562818	33.87424246	GA
Strayer University-Mississippi	-90.14944675	32.38098593	MS
Strayer University-South Carolina	-82.35781467	34.85654675	SC
Strayer University-Texas	-97.74023863	30.37211524	TX
The Art Institute of San Antonio	-98.5655678	29.53293004	TX
Globe University-La Crosse	-91.19182701	43.87803797	WI
The Hair Design School-S Memphis	-89.94579686	35.10960649	TN
The Hair Design School-Charlotte	-80.78370323	35.25855689	NC
The Hair Design School-E Greensboro	-79.75946396	36.0875871	NC
The Hair Design School-Winston-Salem	-80.28328413	36.1521571	NC
Empire Beauty School-West Palm	-80.10764368	26.70557492	FL
Empire Beauty School-Pineville	-80.86537024	35.08987085	NC
The Hair Design School-N Memphis	-89.91719685	35.21456651	TN
Virginia Tech Carilion School of Medicine	-79.94260209	37.25749634	VA
Broadview Entertainment Arts University	-111.8845027	40.71737503	UT
Bryant & Stratton College-Hampton	-76.39268199	37.04386743	VA
Paul Mitchell the School-Phoenix	-112.132912	33.52338512	AZ
All Beauty College	-114.5978416	35.02068518	AZ
Northern California Institute of Cosmetology Inc	-122.1606082	37.73055396	CA
Golden State College of Court Reporting	-121.9301921	37.69000297	CA
Trinity School of Health and Allied Sciences	-118.2965542	33.85876883	CA
Paul Mitchell the School-Modesto	-120.993374	37.68296504	CA
Cosmo Beauty Academy	-121.4010402	38.62883509	CA
Paul Mitchell the School-Fresno	-119.7824497	36.80978304	CA
Unitek College	-121.9617741	37.50904496	CA
Gurnick Academy of Medical Arts	-122.3076312	37.54738193	CA
Southern California University SOMA	-118.3000682	34.06125485	CA
Paul Mitchell the School-East Bay	-122.0612392	37.94492498	CA
South UniversitynRichmond	-77.59915239	37.64676751	VA
South UniversitydVirginia Beach	-76.1242899	36.83360739	VA
Aveda Institute-Denver	-104.9924611	39.74516642	CO
Paul Mitchell the School-Colorado Springs	-104.827921	38.8328863	CO
The Salon Professional Academy-Colorado Springs	-104.750894	38.89697232	CO
Paul Mitchell the School-Delaware	-75.68023291	39.62274798	DE
Future-Tech Institute	-80.2514037	25.76460468	FL
Marchman Technical Education Center	-82.68878448	28.26920524	FL
Eureka Institute of Health and Beauty	-80.38028274	25.76952668	FL
The Salon Professional Academy-Ft Myers	-81.8873292	26.59557285	FL
SOLEX College	-87.90663686	42.14071788	IL
Unity Cosmetology College	-88.63846695	40.88311763	IL
Universal Spa Training Academy	-87.99343685	41.79593782	IL
The Salon Professional Academy-Evansville	-87.48404637	37.98706716	IN
Tri County Regional Vocational Technical High School	-71.4269517	42.09596861	MA
Compass College of Cinematic Arts	-85.66686627	42.96206815	MI
Nova Academy of Cosmetology	-92.50975542	44.08537791	MN
Victory Trade School	-93.29226792	37.22925673	MO
Starting Points Inc	-74.06953447	40.72964226	NJ
SAE Institute of Technology-New York	-73.99907445	40.74136126	NY
John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry	-73.7521935	42.76215966	NY
The Artisan College of Cosmetology	-83.61816447	41.05173292	OH
Sage School of Massage & Esthetics	-121.301205	44.06734551	OR
Peloton College	-96.76905852	32.86180575	TX
ABC Beauty Academy	-96.68534051	32.93170377	TX
Salon & Spa Institute	-97.5086134	25.93891534	TX
American Beauty Academy	-111.7334996	40.03463997	UT
Summit Salon Academy	-122.4723398	47.22349058	WA
Paul Mitchell the School-Milwaukee	-88.25835706	43.04413801	WI
ITT Technical Institute-Merrillville	-87.32693662	41.4643178	IN
ITT Technical Institute-Tallahassee	-84.29577802	30.47758271	FL
ITT Technical Institute-Salem	-80.01972011	37.26634034	VA
ITT Technical Institute-Akron	-81.62426887	41.13426703	OH
ITT Technical Institute-Corona	-117.508502	33.81900487	CA
ITT Technical Institute-Johnson City	-82.43008478	36.38137706	TN
ITT Technical Institute-DeSoto	-96.87801853	32.5917657	TX
ITT Technical Institute-North Charleston	-80.02745388	32.9004964	SC
ITT Technical Institute-Aurora	-104.8262011	39.67624642	CO
ITT Technical Institute-Dearborn	-83.26276848	42.30350516	MI
ITT Technical Institute-Las Vegas	-115.1901278	36.21690829	NV
Touro University Worldwide	-118.0577661	33.80868784	CA
Touro University California	-122.2639622	38.08548398	CA
The Chicago School of Professional Psychology at Washington DC	-77.03307329	38.90163779	DC
Touro University Nevada	-115.0240238	36.04319428	NV
Herzing University-Kenosha	-87.85744689	42.60328796	WI
Herzing University-Brookfield	-88.11566201	43.02735502	WI
Texas A&M University-San Antonio	-98.52417778	29.304767	TX
Fortis Institute-Houston	-95.39505802	29.93744523	TX
Southern Careers Institute-Brownsville	-97.5002884	25.93628434	TX
Southern Careers Institute-Harlingen	-97.67528845	26.20385439	TX
Strayer University-Global Region	-77.03400329	38.90485779	DC
Regina's College of Beauty-Charlotte	-80.88412325	35.23618688	NC
Kenneth Shuler School of Cosmetology-Florence	-79.80917388	34.2388367	SC
Fortis College-Columbia	-81.08200425	34.01529661	SC
Brown Mackie College-Albuquerque	-106.52704	35.07932565	NM
Brown Mackie College-St Louis	-90.43652625	38.54435711	MO
Avant Gard The School	-86.37826619	39.75967754	IN
The Beauty Institute-Schwarzkopf Professional-Bellingham	-122.4764562	48.75066566	WA
California University of Management and Sciences	-117.9420081	33.84205685	CA
Ross Medical Education Center-Davison	-83.51655562	43.02183727	MI
Ross Medical Education Center-Granger	-86.1742823	41.71784291	IN
Ross Medical Education Center-Niles	-80.74646861	41.21204508	OH
Ross Medical Education Center-Canton	-83.48267955	42.32445015	MI
Pima Medical Institute-Houston	-95.54846805	29.7829552	TX
Illinois Media School-Chicago Campus	-87.62797675	41.87496785	IL
South Texas Vocational Technical Institute-San Antonio	-98.48910777	29.35599501	TX
Concorde Career College-Dallas	-96.74171852	32.91856577	TX
Concorde Career Institute-Orlando	-81.3404241	28.55984535	FL
Concorde Career College-San Antonio	-98.5823588	29.49003503	TX
Ecotech Institute	-104.8270811	39.69124642	CO
Johnson & Wales University-Online	-71.41277068	41.81996456	RI
Everest College-Fort Worth South	-97.32209865	32.6849957	TX
Virginia International University	-77.34775339	38.84905776	VA
Geisinger-Lewistown Hospital School of Nursing	-77.56765657	40.6194321	PA
Moreno Valley College	-117.202722	33.8874449	CA
Hair Design Institute at Fifth Avenue-New York	-73.99241245	40.75300827	NY
Onondaga School of Therapeutic Massage-Rochester	-77.58520377	43.15880858	NY
Norco College	-117.5682131	33.91675488	CA
Daymar College-Louisville	-85.51600682	38.29133331	KY
Dorsey Business Schools-Saginaw	-83.97306081	43.47055833	MI
Milan Institute of Cosmetology-La Quinta	-116.2883528	33.71195893	CA
Milan Institute-Nampa	-116.5943751	43.60024992	ID
Milan Institute of Cosmetology-El Paso	-106.3014907	31.74882514	TX
Universal Technical Institute - Dallas Fort Worth	-97.01274859	32.93806576	TX
Finger Lakes School of Massage	-73.71817239	41.21710837	NY
Park Avenue School of Cosmetology	-95.05947955	46.91961813	MN
Salter School of Nursing and Allied Health	-71.46865576	42.99777378	NH
Salter School-New Bedford	-70.94151151	41.67521855	MA
Harris School of Business-Upper Darby Campus	-75.2592278	39.96093206	PA
Stratford School of Aviation Maintenance Technicians	-73.13076119	41.16124837	CT
Brown Mackie College-San Antonio	-98.55588879	29.49426504	TX
Hollywood Institute of Beauty Careers	-80.15473267	25.84825471	FL
Cortiva Institute-New Jersey	-74.09713144	40.15056814	NJ
Cambridge Junior College-Woodland	-121.7743732	38.67768307	CA
ICPR Junior College-Manati	-66.4938394	18.4290279	PR
Ridley-Lowell Business & Technical Institute-Danbury	-73.4289353	41.38877941	CT
Artistic Nails and Beauty Academy-Lakeland	-81.94658426	28.05287521	FL
Paul Mitchell the School-Murfreesboro	-86.41683591	35.84702679	TN
Allied American University	-117.7295811	33.62307684	CA
American Sentinel University	-104.8311711	39.67661642	CO
Tribeca Flashpoint College	-87.63132675	41.88277785	IL
Hawaii Medical College	-157.8476924	21.29511542	HI
Carolina College of Hair Design	-82.53219476	35.5945069	NC
Virginia College-Baton Rouge	-91.09501691	30.45903549	LA
Remington College-Heathrow Campus	-81.36011411	28.7848454	FL
College of Massage Therapy	-112.3469872	43.19342826	ID
Miller-Motte College-Jacksonville	-77.41384218	34.7534349	NC
Miller-Motte Technical College-Augusta	-82.08698452	33.49521646	GA
Miller-Motte Technical College-Conway	-78.99346362	33.78882863	SC
Virginia College-Macon	-83.68021495	32.81431626	GA
Virginia College-Spartanburg	-82.00606457	34.93636678	SC
Aveda Institute-Portland	-122.6847545	45.52551246	OR
Chamberlain College of Nursing-Virginia	-77.0502753	38.85233378	VA
Stevens-Henager College	-116.278303	43.59109295	ID
Summit Salon Academy-Cincinnati	-84.62129162	39.14621351	OH
Penrose Academy	-111.926432	33.60796515	AZ
Virginia College-Richmond	-77.52902836	37.50309248	VA
Skin Institute	-90.36423823	38.52772411	MO
Northwest Institute of Literary Arts	-122.460451	48.00741762	WA
Body Therapy Institute	-79.33689882	35.78010805	NC
Beauty Academy of South Florida	-80.32357372	25.86289471	FL
Ogle School Hair Skin Nails-North Dallas	-96.80362254	32.98416678	TX
The Salon Professional Academy-North Little Rock	-92.25675247	34.79772832	AR
The Salon Professional Academy-St Charles	-90.5387253	38.78889815	MO
American College for Medical Careers	-81.40227411	28.47100233	FL
Mildred Elley-New York Campus	-74.01381245	40.70545825	NY
National Paralegal College	-112.064152	33.53065513	AZ
Carolina College of Biblical Studies	-78.93951666	35.05141691	NC
Star Career Academy-Audubon	-75.41578986	40.11788609	PA
Northeast Technology Center-System Office	-95.33255139	36.23212144	OK
Allstate Hairstyling & Barber College	-81.70440693	41.48401009	OH
Oxford Graduate School	-85.05458549	35.46908677	TN
Jung Tao School of Classical Chinese Medicine	-81.78471458	36.26276706	NC
New York Film Academy	-118.3355792	34.15208086	CA
The Collective School Of Music	-73.99685245	40.73790826	NY
International College of Cosmetology	-122.2208162	37.77489196	CA
Bella Capelli Academy	-79.78167525	40.43250198	PA
Institute of Medical Careers	-79.82382827	40.46529398	PA
Toni & Guy Hairdressing Academy-Modesto	-120.995455	37.67728304	CA
Georgia Christian University	-84.26810518	33.92840648	GA
Flagler Technical Institute	-81.21134009	29.47629557	FL
Galaxy Medical College	-118.3962212	34.18698086	CA
American Medical Sciences Center	-118.2570032	34.14712187	CA
Mandalyn Academy	-111.7813017	40.371769	UT
Jose Maria Vargas University	-80.28155071	26.00966074	FL
Laird Institute of Spa Therapy	-71.48070177	42.96743977	NH
D A Dorsey Technical College	-80.22573469	25.8395797	FL
Keweenaw Bay Ojibwa Community College	-88.50791659	46.78070958	MI
Meridian Institute of Surgical Assisting	-86.84400605	36.18843684	TN
Mauna Loa Helicopters	-156.0418615	19.72911048	HI
